DATE,OPPOSITE,AVG1,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,AVG2,PCODE
06.18,롯데,0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.250,73136
06.19,롯데,0.250,4,4,0,1,0,0,0,0,1,0,0,0,1,0,0.250,73136
06.20,롯데,0.250,5,4,1,1,0,0,1,4,0,0,1,0,1,0,0.250,73136
06.21,삼성,0.333,4,3,0,1,0,0,0,1,0,0,1,0,2,0,0.251,73136
06.22,삼성,0.000,4,3,1,0,0,0,0,0,0,0,1,0,1,0,0.248,73136
06.23,삼성,0.750,4,4,1,3,0,0,0,1,0,0,0,0,0,0,0.257,73136
06.25,NC,0.200,5,5,2,1,0,0,1,1,0,0,0,0,1,0,0.256,73136
06.27,NC,0.667,5,3,0,2,1,0,0,2,0,0,2,0,0,0,0.261,73136
06.28,키움,0.000,4,3,0,0,0,0,0,0,0,0,1,0,2,0,0.258,73136
06.30,키움,0.000,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0.255,73136
07.02,LG,0.250,4,4,0,1,0,0,0,1,0,0,0,0,3,0,0.255,73136
07.03,LG,0.250,4,4,1,1,0,0,1,1,0,0,0,0,2,1,0.255,73136
07.04,LG,0.000,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0.252,73136
07.06,KT,0.200,5,5,1,1,0,0,1,1,0,0,0,0,2,0,0.251,73136
07.07,KT,0.250,5,4,0,1,0,0,0,0,0,1,1,0,0,0,0.251,73136
07.09,SK,0.000,4,2,0,0,0,0,0,0,0,0,2,0,1,0,0.249,73136
07.11,SK,0.250,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0.249,73136
07.13,KIA,0.333,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0.250,73136
07.14,KIA,0.333,5,3,3,1,0,0,1,1,0,0,2,0,0,0,0.251,73136
07.16,NC,0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.250,73136
07.17,NC,0.333,4,3,0,1,0,0,0,0,0,0,1,0,1,0,0.251,73136
07.18,NC,0.000,4,3,0,0,0,0,0,2,0,0,0,0,1,0,0.248,73136
07.26,삼성,0.400,5,5,2,2,0,0,2,2,0,0,0,0,1,1,0.251,73136
07.27,삼성,0.750,4,4,1,3,0,1,0,1,0,0,0,0,0,0,0.258,73136
07.28,삼성,0.000,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0.255,73136
07.30,KT,0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.252,73136
07.31,KT,0.500,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0.255,73136
08.01,KT,0.000,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0.253,73136
08.03,SK,0.250,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0.253,73136
08.04,SK,0.333,4,3,1,1,0,0,0,1,0,0,1,0,2,0,0.253,73136
08.06,두산,0.000,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0.251,73136
08.07,두산,0.400,5,5,1,2,1,0,1,3,0,0,0,0,0,0,0.253,73136
08.08,KIA,0.333,5,3,0,1,0,0,0,0,1,0,1,1,0,0,0.254,73136
08.09,KIA,0.333,3,3,1,1,0,0,1,1,0,0,0,0,1,0,0.255,73136
08.10,KT,0.250,4,4,1,1,0,0,1,1,0,0,0,0,1,0,0.255,73136
08.11,KT,0.250,4,4,0,1,0,0,0,2,0,0,0,0,3,0,0.255,73136
08.13,NC,0.250,4,4,0,1,0,0,0,1,0,0,0,0,0,1,0.255,73136
08.14,NC,0.333,5,3,0,1,0,0,0,0,0,0,2,0,1,0,0.255,73136
08.15,롯데,0.000,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0.253,73136
08.16,롯데,0.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.252,73136
08.18,키움,0.000,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0.250,73136
08.20,삼성,0.000,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0.248,73136
08.22,SK,0.000,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.246,73136
08.23,SK,0.250,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0.246,73136
08.24,두산,0.500,4,4,0,2,0,0,0,2,0,0,0,0,0,0,0.249,73136
08.25,두산,0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.249,73136
08.27,키움,0.250,4,4,0,1,0,0,0,0,0,1,0,0,1,0,0.249,73136
08.28,키움,-,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.249,73136
08.30,LG,0.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.248,73136
08.31,KT,0.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.247,73136
09.01,KT,0.333,4,3,1,1,0,0,0,1,0,0,1,0,0,0,0.248,73136
09.03,KIA,-,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.248,73136
09.04,KIA,0.000,4,3,0,0,0,0,0,0,0,1,1,0,1,0,0.246,73136
09.06,NC,0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.245,73136
09.07,롯데,0.600,5,5,0,3,0,0,0,2,0,0,0,0,1,0,0.250,73136
09.08,롯데,0.000,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0.248,73136
09.10,LG,0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.247,73136
09.11,LG,0.667,5,3,0,2,2,0,0,2,0,0,2,0,0,0,0.251,73136
09.13,삼성,0.400,5,5,0,2,0,0,0,1,0,0,0,0,1,0,0.253,73136
09.14,롯데,0.667,5,3,1,2,1,0,0,1,0,0,2,0,1,0,0.256,73136
09.15,롯데,0.000,4,4,1,0,0,0,0,0,0,0,0,0,2,0,0.253,73136
09.16,삼성,0.000,6,4,1,0,0,0,0,0,0,0,1,1,1,0,0.251,73136
09.17,키움,0.333,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0.251,73136
09.20,삼성,0.333,3,3,0,1,1,0,0,2,0,0,0,0,0,0,0.252,73136
09.23,LG,0.750,4,4,2,3,0,0,0,1,0,0,0,0,0,0,0.257,73136
09.25,NC,0.333,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0.257,73136
09.26,NC,0.000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0.257,73136
09.28,두산,0.200,5,5,1,1,1,0,0,1,0,0,0,0,2,0,0.256,73136
09.29,SK,0.000,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0.254,73136
09.30,SK,1.000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.256,73136
03.23,한화,0.000,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0.000,74206
03.24,한화,0.000,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0.000,74206
03.26,키움,0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.000,74206
03.27,키움,0.667,4,3,0,2,0,0,0,0,0,0,1,0,0,0,0.167,74206
03.28,키움,0.250,4,4,0,1,0,0,0,0,0,0,0,0,1,1,0.188,74206
03.29,삼성,0.333,4,3,1,1,0,0,1,1,0,0,1,0,1,0,0.211,74206
03.30,삼성,0.000,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0.182,74206
03.31,삼성,0.000,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0.154,74206
04.02,KT,0.250,4,4,1,1,0,0,0,0,0,0,0,0,0,1,0.167,74206
04.03,KT,0.000,4,3,0,0,0,0,0,0,0,0,0,1,1,0,0.152,74206
04.04,KT,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152,74206
04.05,NC,0.000,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.139,74206
04.06,NC,0.000,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0.128,74206
04.07,NC,0.000,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0.122,74206
04.10,롯데,0.250,4,4,1,1,0,0,0,0,1,0,0,0,1,0,0.133,74206
04.11,롯데,0.333,4,3,1,1,0,0,0,0,0,0,1,0,0,0,0.146,74206
04.12,LG,0.000,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0.137,74206
04.13,LG,0.000,4,1,0,0,0,0,0,0,0,0,3,0,1,0,0.135,74206
04.14,LG,0.250,5,4,0,1,0,0,0,1,0,0,1,0,0,0,0.143,74206
04.16,SK,0.333,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0.153,74206
04.17,SK,0.333,5,3,0,1,0,0,0,3,0,0,0,0,1,0,0.161,74206
04.18,SK,0.000,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0.154,74206
04.19,KIA,0.400,5,5,1,2,2,0,0,1,0,0,0,0,0,0,0.171,74206
04.20,KIA,0.500,4,2,0,1,0,0,0,1,0,0,1,0,0,0,0.181,74206
04.23,키움,0.333,4,3,0,1,1,0,0,2,0,0,0,0,0,0,0.187,74206
04.24,키움,0.333,4,3,0,1,1,0,0,0,0,0,1,0,0,0,0.192,74206
04.25,키움,0.000,4,2,1,0,0,0,0,0,0,0,2,0,0,0,0.188,74206
04.27,롯데,0.333,4,3,1,1,0,0,0,0,0,0,1,0,0,0,0.193,74206
04.28,롯데,0.333,5,3,1,1,1,0,0,1,0,0,1,0,0,0,0.198,74206
04.30,한화,0.500,3,2,0,1,0,0,0,0,0,1,1,0,0,0,0.205,74206
05.01,한화,0.000,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0.200,74206
05.02,한화,0.000,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.196,74206
05.03,LG,0.667,4,3,2,2,0,0,1,3,0,0,1,0,0,0,0.211,74206
05.04,LG,0.750,4,4,2,3,0,0,0,0,0,0,0,0,0,0,0.232,74206
05.05,LG,0.800,5,5,2,4,1,0,0,3,0,0,0,0,0,0,0.260,74206
05.07,KIA,0.000,4,1,0,0,0,0,0,1,0,0,1,1,1,0,0.257,74206
05.08,KIA,0.500,4,4,0,2,1,0,0,0,0,0,0,0,0,0,0.266,74206
05.09,KIA,0.500,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0.270,74206
05.14,삼성,-,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.270,74206
05.15,삼성,0.333,4,3,0,1,0,0,0,0,0,0,0,0,1,0,0.272,74206
05.16,삼성,0.250,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0.271,74206
05.17,SK,0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.262,74206
05.18,SK,0.000,5,4,0,0,0,0,0,0,0,0,1,0,0,1,0.254,74206
05.21,KT,0.500,4,2,1,1,1,0,0,0,0,0,2,0,1,0,0.258,74206
05.22,KT,0.250,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0.258,74206
05.23,KT,0.333,5,3,0,1,0,0,0,0,0,0,2,0,2,0,0.259,74206
05.24,한화,0.250,5,4,0,1,0,0,0,0,0,0,1,0,1,0,0.259,74206
05.25,한화,0.000,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0.257,74206
05.26,한화,0.000,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0.254,74206
05.28,삼성,0.500,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0.257,74206
05.29,삼성,0.333,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0.259,74206
05.30,삼성,0.500,3,2,0,1,0,0,0,0,0,0,1,0,0,1,0.262,74206
05.31,KT,0.333,4,3,0,1,0,0,0,1,0,0,1,0,1,0,0.263,74206
06.02,KT,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,74206
06.04,KIA,0.500,5,4,1,2,0,0,0,0,0,0,1,0,0,0,0.269,74206
06.05,KIA,0.667,4,3,1,2,0,0,0,0,0,0,0,1,0,0,0.277,74206
06.06,KIA,0.000,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0.273,74206
06.07,키움,1.000,4,2,3,2,1,0,0,0,0,0,2,0,0,0,0.282,74206
06.08,키움,0.750,4,4,0,3,2,0,0,1,0,0,0,0,0,0,0.293,74206
06.09,키움,0.333,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0.294,74206
06.11,한화,0.250,5,4,0,1,0,0,0,0,0,0,1,0,0,0,0.293,74206
06.12,한화,0.000,5,3,1,0,0,0,0,1,0,0,1,1,2,0,0.288,74206
06.13,한화,0.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.287,74206
06.15,LG,0.333,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0.287,74206
06.16,LG,0.333,4,3,1,1,1,0,0,0,0,0,1,0,0,1,0.288,74206
06.18,NC,0.333,5,3,2,1,0,0,0,0,0,0,2,0,0,0,0.289,74206
06.19,NC,0.333,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0.289,74206
06.20,NC,0.333,3,3,1,1,1,0,0,2,0,0,0,0,1,0,0.290,74206
06.21,SK,0.000,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0.286,74206
06.23,SK,0.000,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0.281,74206
06.25,삼성,0.000,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.279,74206
06.27,삼성,0.600,5,5,0,3,0,0,0,1,0,0,0,0,0,0,0.286,74206
06.28,롯데,0.000,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0.284,74206
06.29,롯데,0.667,4,3,0,2,0,0,0,0,0,0,1,0,0,0,0.289,74206
06.30,롯데,0.250,4,4,0,1,0,0,0,0,0,0,0,0,1,1,0.288,74206
07.02,키움,0.333,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0.289,74206
07.03,키움,0.250,4,4,1,1,0,0,0,0,0,0,0,0,1,1,0.288,74206
07.04,키움,0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.287,74206
07.05,SK,0.500,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0.291,74206
07.06,SK,0.333,4,3,2,1,1,0,0,0,0,0,1,0,1,0,0.291,74206
07.07,SK,0.000,3,1,1,0,0,0,0,0,0,0,2,0,1,0,0.290,74206
07.09,LG,0.750,4,4,2,3,1,0,0,2,1,0,0,0,0,0,0.298,74206
07.11,LG,0.000,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0.294,74206
07.12,롯데,0.500,4,4,0,2,1,0,0,1,0,0,0,0,0,0,0.298,74206
07.13,롯데,0.000,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0.293,74206
07.14,롯데,0.000,5,4,1,0,0,0,0,1,0,0,0,0,1,0,0.288,74206
07.16,KT,0.000,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.285,74206
07.17,KT,0.000,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0.282,74206
07.18,KT,0.667,4,3,1,2,0,0,0,0,0,0,0,1,0,0,0.287,74206
07.27,KIA,0.250,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0.286,74206
07.30,NC,0.333,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0.287,74206
07.31,NC,0.500,3,2,0,1,1,0,0,0,0,0,1,0,0,0,0.288,74206
08.01,NC,0.000,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0.284,74206
08.03,롯데,0.000,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0.281,74206
08.06,한화,0.333,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0.282,74206
08.07,한화,0.500,5,4,1,2,0,0,0,0,0,0,1,0,0,0,0.285,74206
08.08,KT,0.000,4,1,0,0,0,0,0,0,0,1,2,0,0,0,0.284,74206
08.09,KT,0.000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.283,74206
08.10,키움,0.000,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0.279,74206
08.11,키움,0.200,6,5,0,1,0,0,0,1,0,0,0,1,1,0,0.277,74206
08.13,KIA,0.000,4,2,0,0,0,0,0,2,0,0,0,0,1,0,0.276,74206
08.16,LG,0.250,4,4,0,1,1,0,0,0,0,0,0,0,2,0,0.275,74206
08.17,롯데,0.667,4,3,1,2,1,0,0,1,0,0,1,0,0,0,0.279,74206
08.18,롯데,0.333,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0.280,74206
08.20,NC,0.000,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.277,74206
08.22,삼성,1.000,4,2,1,2,0,0,1,3,0,0,2,0,0,0,0.282,74206
08.23,삼성,0.333,5,3,2,1,0,0,1,2,0,0,1,0,0,0,0.282,74206
08.24,한화,0.000,5,3,1,0,0,0,0,0,0,0,2,0,1,0,0.279,74206
08.25,한화,0.500,4,4,0,2,0,0,0,0,0,1,0,0,1,0,0.282,74206
08.27,SK,0.000,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0.280,74206
08.28,SK,0.000,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0.279,74206
08.29,KT,0.500,2,2,0,1,1,0,0,2,0,0,0,0,1,0,0.280,74206
08.30,KT,0.250,4,4,0,1,0,0,0,1,0,0,0,0,3,0,0.280,74206
08.31,삼성,0.333,4,3,0,1,0,0,0,2,0,0,1,0,1,0,0.280,74206
09.01,삼성,0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.277,74206
09.03,키움,0.333,4,3,1,1,0,0,0,0,0,0,1,0,1,0,0.277,74206
09.08,LG,0.000,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0.275,74206
09.11,NC,0.000,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.272,74206
09.13,KIA,0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.272,74206
09.14,SK,0.000,5,3,0,0,0,0,0,0,0,0,2,0,0,0,0.269,74206
09.19,SK,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269,74206
09.19,SK,0.000,4,3,1,0,0,0,0,0,0,0,1,0,1,1,0.267,74206
09.21,KIA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,74206
09.22,LG,0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.266,74206
09.24,NC,0.333,6,6,0,2,0,0,0,0,0,0,0,0,1,0,0.267,74206
09.25,롯데,0.250,4,4,1,1,0,0,0,1,0,0,0,0,1,0,0.267,74206
09.26,삼성,0.667,4,3,1,2,1,0,0,1,0,0,1,0,0,1,0.270,74206
09.28,한화,0.200,5,5,0,1,0,0,0,1,0,0,0,0,2,0,0.270,74206
09.29,LG,0.000,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0.267,74206
10.01,NC,0.333,4,3,1,1,0,0,0,0,0,0,1,0,0,0,0.268,74206
03.23,SK,0.250,4,4,0,1,0,0,0,2,0,0,0,0,0,1,0.250,74339
03.24,SK,0.250,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0.250,74339
03.26,NC,0.400,5,5,1,2,0,0,0,2,0,0,0,0,3,0,0.308,74339
03.27,NC,0.000,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0.235,74339
03.28,NC,0.500,5,4,1,2,0,0,0,0,0,0,0,1,0,0,0.286,74339
03.29,KIA,0.250,5,4,1,1,0,0,0,0,0,0,1,0,1,0,0.280,74339
03.30,KIA,0.500,5,4,0,2,0,0,0,1,0,0,1,0,0,0,0.310,74339
03.31,KIA,0.400,5,5,0,2,1,0,0,1,0,0,0,0,1,0,0.324,74339
04.02,두산,0.000,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.297,74339
04.03,두산,0.200,5,5,0,1,0,0,0,0,0,0,0,0,1,0,0.286,74339
04.04,두산,0.000,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0.261,74339
04.05,LG,0.000,3,1,0,0,0,0,0,0,0,0,2,0,1,0,0.255,74339
04.06,LG,0.250,4,4,0,1,0,0,0,2,0,0,0,0,1,0,0.255,74339
04.07,LG,0.500,4,4,0,2,1,0,0,0,0,0,0,0,0,0,0.273,74339
04.09,키움,0.500,4,4,0,2,0,0,0,1,0,0,0,0,0,0,0.288,74339
04.10,키움,0.333,4,3,0,1,0,0,0,1,1,0,1,0,0,0,0.290,74339
04.11,키움,0.000,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0.273,74339
04.12,삼성,0.333,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0.275,74339
04.13,삼성,0.750,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0.301,74339
04.14,삼성,0.333,3,3,1,1,0,0,1,3,0,0,0,0,1,0,0.303,74339
04.16,한화,0.000,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0.291,74339
04.17,한화,0.333,4,3,0,1,0,0,0,1,0,0,1,0,1,0,0.293,74339
04.18,한화,0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0.279,74339
04.19,롯데,0.333,4,3,1,1,1,0,0,1,0,0,1,0,1,0,0.281,74339
04.20,롯데,0.333,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0.283,74339
04.21,롯데,0.500,5,4,1,2,0,0,0,2,0,0,1,0,1,0,0.292,74339
04.23,NC,0.250,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0.290,74339
04.24,NC,0.000,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.282,74339
04.26,SK,0.000,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0.271,74339
04.27,SK,0.000,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0.264,74339
04.28,SK,0.333,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0.265,74339
04.30,LG,0.000,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0.252,74339
05.01,LG,0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.250,74339
05.02,LG,0.200,5,5,0,1,0,0,0,1,0,0,0,0,1,0,0.248,74339
05.03,한화,0.500,4,4,1,2,1,0,1,1,0,0,0,0,1,0,0.256,74339
05.04,한화,0.250,5,4,2,1,1,0,0,2,0,0,1,0,1,0,0.256,74339
05.05,한화,0.250,4,4,0,1,1,0,0,0,0,0,0,0,0,1,0.255,74339
05.07,롯데,0.333,4,3,2,1,0,0,0,0,0,0,1,0,0,0,0.257,74339
05.08,롯데,1.000,4,4,1,4,1,0,0,1,0,0,0,0,0,0,0.278,74339
05.09,롯데,0.500,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0.281,74339
05.10,키움,0.000,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0.275,74339
05.11,키움,0.500,4,4,0,2,1,0,0,1,0,0,0,0,0,0,0.281,74339
05.12,키움,0.250,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0.280,74339
05.14,KIA,0.400,5,5,0,2,0,0,0,3,0,0,0,0,0,0,0.284,74339
05.15,KIA,0.400,5,5,1,2,0,0,0,0,0,0,0,0,1,0,0.287,74339
05.16,KIA,0.667,4,3,1,2,0,0,0,0,0,0,1,0,0,0,0.294,74339
05.18,삼성,0.000,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0.289,74339
05.21,두산,0.600,5,5,2,3,1,0,0,2,0,0,0,0,0,0,0.298,74339
05.22,두산,0.250,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0.297,74339
05.23,두산,0.750,4,4,0,3,1,0,0,0,0,0,0,0,0,1,0.306,74339
05.24,KIA,0.250,5,4,0,1,0,0,0,1,0,0,1,0,0,1,0.305,74339
05.25,KIA,0.000,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0.302,74339
05.26,KIA,0.667,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0.308,74339
05.28,SK,0.250,4,4,0,1,0,0,0,0,1,0,0,0,0,0,0.307,74339
05.29,SK,0.333,4,3,1,1,1,0,0,0,0,0,1,0,0,0,0.307,74339
05.30,SK,0.200,5,5,0,1,0,0,0,1,0,0,0,0,0,1,0.304,74339
05.31,두산,0.250,4,4,1,1,0,0,1,2,0,0,0,0,1,0,0.303,74339
06.01,두산,0.667,4,3,3,2,1,0,0,1,0,0,1,0,0,0,0.308,74339
06.02,두산,0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.303,74339
06.04,LG,0.000,5,5,0,0,0,0,0,1,0,0,0,0,0,1,0.296,74339
06.05,LG,0.000,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0.292,74339
06.06,LG,0.200,5,5,1,1,0,0,0,2,0,0,0,0,0,0,0.290,74339
06.07,롯데,0.000,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0.286,74339
06.08,롯데,0.200,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0.285,74339
06.09,롯데,0.500,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0.288,74339
06.11,SK,0.667,3,3,1,2,0,0,1,1,0,0,0,0,0,0,0.293,74339
06.12,SK,0.750,4,4,0,3,0,0,0,1,0,0,0,0,0,0,0.300,74339
06.13,SK,0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.295,74339
06.14,삼성,0.667,4,3,0,2,0,0,0,2,0,0,1,0,0,1,0.300,74339
06.15,삼성,0.000,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.294,74339
06.16,삼성,0.400,5,5,0,2,0,0,0,1,0,0,0,0,1,1,0.296,74339
06.18,키움,0.667,4,3,1,2,0,0,1,2,0,0,0,0,0,0,0.300,74339
06.19,키움,0.000,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0.296,74339
06.20,키움,0.000,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0.292,74339
06.21,NC,0.667,4,3,0,2,0,0,0,0,0,0,1,0,0,1,0.296,74339
06.22,NC,0.500,4,4,1,2,0,0,0,1,0,0,0,0,0,0,0.299,74339
06.23,NC,0.667,4,3,2,2,0,0,1,2,0,0,1,0,0,0,0.303,74339
06.25,롯데,0.250,7,4,3,1,1,0,0,0,0,0,3,0,0,0,0.302,74339
06.27,롯데,0.500,4,4,2,2,0,0,1,3,0,0,0,0,0,0,0.305,74339
06.28,KIA,0.750,4,4,1,3,0,0,0,2,0,0,0,0,0,0,0.311,74339
06.29,KIA,0.250,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0.310,74339
06.30,KIA,0.400,5,5,1,2,0,0,1,1,1,0,0,0,0,0,0.312,74339
07.02,삼성,0.500,4,4,1,2,0,0,1,2,0,0,0,0,0,0,0.314,74339
07.03,삼성,0.333,4,3,1,1,0,0,1,1,0,0,1,0,1,0,0.314,74339
07.04,삼성,0.500,4,2,1,1,0,1,0,1,0,0,2,0,0,0,0.315,74339
07.05,한화,0.500,4,2,1,1,0,0,0,1,0,0,2,0,0,0,0.317,74339
07.06,한화,0.333,6,3,2,1,0,0,0,0,0,0,3,0,0,0,0.317,74339
07.07,한화,0.250,4,4,0,1,0,0,0,2,0,0,0,0,0,0,0.316,74339
07.09,키움,0.500,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0.317,74339
07.11,키움,0.250,4,4,0,1,0,0,0,0,0,0,0,0,2,0,0.316,74339
07.12,NC,0.250,5,4,1,1,1,0,0,1,0,0,1,0,1,0,0.315,74339
07.13,NC,0.500,4,4,1,2,0,0,0,1,0,0,0,0,0,0,0.318,74339
07.14,NC,0.500,4,2,0,1,0,0,0,0,0,0,1,1,1,0,0.319,74339
07.16,두산,0.000,5,5,0,0,0,0,0,1,0,0,0,0,1,0,0.314,74339
07.17,두산,0.200,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0.313,74339
07.18,두산,0.750,5,4,0,3,0,0,0,3,0,0,0,0,0,0,0.317,74339
07.27,LG,0.000,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0.315,74339
07.28,LG,-,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.315,74339
08.03,키움,0.200,5,5,0,1,1,0,0,0,0,0,0,0,0,1,0.313,74339
08.04,키움,0.333,4,3,0,1,0,0,0,3,0,0,0,0,0,0,0.313,74339
08.06,SK,0.250,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0.313,74339
