DATE,OPPOSITE,AVG1,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,AVG2,PCODE
03.23,KIA,0.667,3,3,0,2,0,0,0,1,0,0,0,0,1,0,0.667,61102
03.24,KIA,0.000,5,4,1,0,0,0,0,0,0,0,1,0,1,0,0.286,61102
03.26,SK,0.250,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0.273,61102
03.27,SK,0.500,4,4,0,2,1,0,0,0,0,0,0,0,0,0,0.333,61102
03.28,SK,0.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.313,61102
03.29,롯데,0.333,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0.316,61102
03.30,롯데,0.000,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.286,61102
03.31,롯데,0.200,5,5,0,1,1,0,0,1,0,0,0,0,0,0,0.269,61102
04.02,한화,0.000,4,4,0,0,0,0,0,0,0,0,0,0,2,2,0.233,61102
04.03,한화,0.250,5,4,0,1,0,0,0,0,0,0,0,1,2,0,0.235,61102
04.04,한화,0.333,3,3,0,1,1,0,0,0,0,0,0,0,1,0,0.243,61102
04.05,KT,0.500,4,2,2,1,0,0,1,2,0,0,1,0,0,0,0.256,61102
04.06,KT,0.250,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0.256,61102
04.07,KT,0.000,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0.244,61102
04.10,삼성,0.250,4,4,1,1,0,0,1,2,0,0,0,0,0,0,0.245,61102
04.11,삼성,0.750,4,4,2,3,1,0,1,2,0,0,0,0,0,0,0.283,61102
04.12,두산,0.000,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.268,61102
04.13,두산,0.250,4,4,0,1,1,0,0,0,0,0,0,0,0,1,0.267,61102
04.14,두산,0.000,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0.262,61102
04.16,NC,0.000,5,3,0,0,0,0,0,1,0,0,0,1,1,0,0.250,61102
04.17,NC,0.250,6,4,1,1,0,0,0,0,0,0,2,0,0,0,0.250,61102
04.18,NC,0.000,4,4,1,0,0,0,0,1,0,0,0,0,2,0,0.236,61102
04.19,키움,1.000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.247,61102
04.20,키움,0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.234,61102
04.21,키움,1.000,4,2,1,2,1,0,0,0,0,0,1,1,0,0,0.253,61102
04.23,KIA,0.500,4,4,1,2,0,0,0,2,0,0,0,0,1,0,0.265,61102
04.24,KIA,0.250,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0.264,61102
04.27,삼성,0.333,4,3,1,1,0,0,1,1,0,0,0,1,1,0,0.267,61102
04.28,삼성,0.500,4,4,1,2,1,0,1,1,0,0,0,0,0,0,0.277,61102
04.30,KT,0.167,6,6,1,1,0,0,1,1,0,0,0,0,0,2,0.270,61102
05.01,KT,0.250,4,4,1,1,1,0,0,0,0,0,0,0,3,0,0.269,61102
05.02,KT,0.000,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0.262,61102
05.03,두산,0.667,4,3,1,2,0,0,0,0,0,0,0,1,0,1,0.273,61102
05.04,두산,0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.263,61102
05.05,두산,0.000,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.256,61102
05.07,키움,0.600,5,5,1,3,0,0,0,2,0,0,0,0,2,0,0.270,61102
05.08,키움,0.500,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0.278,61102
05.09,키움,0.000,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0.269,61102
05.10,한화,0.000,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0.261,61102
05.11,한화,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,61102
05.12,한화,0.250,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0.261,61102
05.14,롯데,0.000,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0.255,61102
05.15,롯데,0.000,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0.247,61102
05.16,롯데,0.333,4,3,1,1,0,0,0,1,0,0,0,0,2,0,0.248,61102
05.17,NC,1.000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.253,61102
05.18,NC,0.333,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0.255,61102
05.21,SK,0.333,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0.256,61102
05.22,SK,0.000,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0.250,61102
05.23,SK,0.500,4,4,0,2,0,0,0,0,0,0,0,0,1,1,0.256,61102
05.24,롯데,0.250,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0.256,61102
05.25,롯데,0.000,4,3,0,0,0,0,0,0,0,0,0,1,1,0,0.251,61102
05.26,롯데,0.400,5,5,1,2,1,0,0,1,0,0,0,0,1,0,0.256,61102
05.28,키움,0.000,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0.253,61102
05.29,키움,0.333,4,3,0,1,1,0,0,0,0,0,1,0,0,0,0.254,61102
05.30,키움,-,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.254,61102
05.31,NC,1.000,3,3,1,3,1,0,0,0,0,0,0,0,0,0,0.266,61102
06.14,두산,0.000,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.262,61102
06.15,두산,0.750,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0.272,61102
06.16,두산,0.000,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0.268,61102
06.18,삼성,0.000,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0.265,61102
06.19,삼성,0.200,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0.264,61102
06.20,삼성,0.333,4,3,1,1,0,0,1,2,0,0,0,0,0,0,0.265,61102
06.21,KIA,0.250,4,4,0,1,1,0,0,0,0,0,0,0,2,0,0.264,61102
06.22,KIA,0.000,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.262,61102
06.23,KIA,0.333,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0.263,61102
06.25,SK,0.500,4,4,0,2,1,0,0,1,0,0,0,0,1,1,0.267,61102
06.26,SK,0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0.262,61102
06.27,SK,0.500,4,2,0,1,0,0,0,1,0,0,1,0,0,0,0.265,61102
06.28,NC,1.000,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0.271,61102
06.30,NC,0.000,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.268,61102
07.02,한화,0.250,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0.267,61102
07.03,한화,0.333,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0.268,61102
07.04,한화,0.250,4,4,1,1,0,0,0,1,0,0,0,0,1,0,0.268,61102
07.05,KIA,0.333,4,3,1,1,0,0,0,0,0,0,1,0,0,0,0.269,61102
07.06,KIA,0.000,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.265,61102
07.07,KIA,0.250,5,4,1,1,0,0,1,2,0,0,0,1,0,1,0.265,61102
07.09,두산,1.000,3,3,1,3,0,0,1,1,0,0,0,0,0,0,0.274,61102
07.11,두산,0.250,4,4,1,1,0,0,1,2,0,0,0,0,0,0,0.273,61102
07.12,삼성,0.000,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0.270,61102
07.13,삼성,0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.266,61102
07.14,삼성,0.000,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0.263,61102
07.16,SK,0.250,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0.263,61102
07.17,SK,0.250,4,4,0,1,0,0,0,0,0,0,0,0,2,0,0.263,61102
07.18,SK,0.500,5,4,1,2,0,0,0,0,0,0,0,1,2,0,0.266,61102
07.27,KT,0.000,4,3,0,0,0,0,0,1,0,0,0,0,1,1,0.263,61102
07.28,KT,0.000,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0.260,61102
07.30,키움,0.250,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0.260,61102
07.31,키움,0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.259,61102
08.01,키움,0.000,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0.257,61102
08.03,삼성,0.667,5,3,1,2,0,0,0,0,0,0,2,0,0,0,0.261,61102
08.04,삼성,0.000,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0.258,61102
08.06,KIA,0.333,4,3,2,1,0,0,0,0,0,0,1,0,0,0,0.259,61102
08.07,KIA,0.000,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0.257,61102
08.08,NC,0.667,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0.261,61102
08.09,NC,0.250,5,4,0,1,0,0,0,1,0,0,1,0,0,1,0.261,61102
08.10,SK,0.333,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0.262,61102
08.11,SK,0.333,4,3,0,1,1,0,0,0,0,0,1,0,2,0,0.263,61102
08.13,키움,1.000,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0.265,61102
08.14,키움,0.000,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0.263,61102
08.16,두산,0.250,4,4,1,1,0,0,1,2,0,0,0,0,0,0,0.263,61102
08.17,삼성,0.333,4,3,1,1,0,0,1,1,0,0,0,1,2,0,0.264,61102
08.18,삼성,0.000,4,2,0,0,0,0,0,1,0,0,1,1,0,0,0.262,61102
08.20,KIA,0.333,4,3,2,1,0,0,0,1,0,0,1,0,1,0,0.263,61102
08.21,KIA,0.667,3,3,0,2,0,0,0,0,0,0,0,0,1,0,0.266,61102
08.22,NC,0.000,4,3,1,0,0,0,0,0,0,0,0,1,2,0,0.264,61102
08.23,NC,0.333,4,3,1,1,0,0,1,1,0,0,1,0,0,0,0.265,61102
08.24,KT,0.250,4,4,0,1,1,0,0,1,0,0,0,0,0,0,0.265,61102
08.25,KT,0.333,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0.265,61102
08.27,롯데,0.250,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0.265,61102
08.28,롯데,0.500,4,4,0,2,0,0,0,1,0,0,0,0,1,0,0.268,61102
08.30,한화,0.000,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0.265,61102
08.31,SK,0.000,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0.263,61102
09.01,SK,0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.260,61102
09.03,KT,0.250,4,4,0,1,0,0,0,0,0,0,0,0,2,0,0.260,61102
09.06,롯데,0.250,4,4,0,1,0,0,0,0,0,0,0,0,3,0,0.260,61102
09.08,두산,0.667,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0.263,61102
09.10,한화,0.667,4,3,0,2,1,0,0,0,0,0,1,0,0,0,0.266,61102
09.11,한화,0.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.266,61102
09.12,키움,0.500,4,4,0,2,1,0,0,0,0,0,0,0,1,0,0.268,61102
09.13,키움,1.000,1,1,1,1,0,0,1,3,0,0,0,0,0,0,0.270,61102
09.14,KIA,0.250,4,4,1,1,0,0,0,0,0,0,0,0,3,0,0.270,61102
09.15,두산,0.250,4,4,0,1,1,0,0,0,0,0,0,0,2,0,0.270,61102
09.16,KT,0.333,4,3,1,1,0,0,1,1,0,0,1,0,0,0,0.270,61102
09.18,삼성,0.667,3,3,1,2,1,0,1,1,0,0,0,0,0,0,0.273,61102
09.19,NC,0.333,4,3,0,1,0,0,0,0,0,0,1,0,2,0,0.274,61102
09.22,두산,0.250,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0.273,61102
09.23,한화,0.000,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0.272,61102
09.24,삼성,0.333,4,3,0,1,0,0,0,0,0,0,0,1,1,0,0.273,61102
09.26,KT,0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.272,61102
09.27,NC,0.000,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.271,61102
09.29,두산,0.000,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0.269,61102
09.30,롯데,1.000,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0.270,61102
03.24,KIA,1.000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.000,61186
03.26,SK,0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,61186
03.27,SK,0.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.333,61186
03.29,롯데,0.500,4,4,0,2,1,0,0,1,0,0,0,0,2,0,0.429,61186
03.30,롯데,0.000,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0.300,61186
03.31,롯데,0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.273,61186
04.03,한화,0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.250,61186
04.04,한화,1.000,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.308,61186
04.05,KT,0.500,6,6,1,3,1,0,0,1,0,0,0,0,1,1,0.368,61186
04.06,KT,0.000,5,4,0,0,0,0,0,0,0,0,1,0,0,1,0.304,61186
04.07,KT,0.000,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0.269,61186
04.10,삼성,0.250,5,4,1,1,0,0,0,0,0,0,1,0,0,0,0.267,61186
04.11,삼성,0.333,4,3,1,1,0,0,0,0,1,0,1,0,1,0,0.273,61186
04.12,두산,0.750,4,4,2,3,0,0,0,0,1,0,0,0,0,0,0.324,61186
04.13,두산,0.000,5,4,1,0,0,0,0,0,0,0,1,0,1,0,0.293,61186
04.14,두산,0.250,4,4,0,1,1,0,0,0,0,0,0,0,1,0,0.289,61186
04.16,NC,0.200,6,5,1,1,0,0,0,1,0,0,1,0,0,0,0.280,61186
04.17,NC,0.286,7,7,0,2,0,0,0,2,0,0,0,0,5,0,0.281,61186
04.18,NC,0.200,5,5,1,1,0,0,0,0,0,0,0,0,2,0,0.274,61186
04.19,키움,0.500,4,4,0,2,0,0,0,1,0,0,0,0,1,0,0.288,61186
04.20,키움,0.250,4,4,0,1,0,0,0,2,0,0,0,0,0,0,0.286,61186
04.21,키움,0.667,4,3,0,2,0,0,0,2,0,0,1,0,0,0,0.301,61186
04.23,KIA,0.667,5,3,2,2,1,1,0,0,0,0,2,0,0,0,0.316,61186
04.24,KIA,0.600,5,5,3,3,0,0,0,0,0,0,0,0,0,0,0.333,61186
04.27,삼성,0.200,5,5,1,1,0,0,1,1,0,0,0,0,2,0,0.326,61186
04.28,삼성,0.250,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0.322,61186
04.30,KT,0.400,7,5,1,2,0,0,0,3,1,0,1,0,0,1,0.326,61186
05.01,KT,0.000,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0.313,61186
05.02,KT,0.400,5,5,0,2,0,0,0,0,0,0,0,0,1,0,0.317,61186
05.03,두산,0.200,5,5,0,1,0,0,0,0,0,0,0,0,2,0,0.312,61186
05.04,두산,0.000,5,3,0,0,0,0,0,0,0,0,1,0,1,0,0.304,61186
05.05,두산,0.000,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0.296,61186
05.07,키움,0.800,6,5,1,4,0,0,0,4,3,1,1,0,0,0,0.317,61186
05.08,키움,0.250,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0.315,61186
05.09,키움,0.500,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0.320,61186
05.10,한화,0.250,4,4,1,1,0,0,0,0,1,0,0,0,1,0,0.318,61186
05.11,한화,0.000,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0.311,61186
05.12,한화,0.500,4,4,0,2,0,0,0,0,0,1,0,0,0,0,0.317,61186
05.14,롯데,0.250,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0.315,61186
05.15,롯데,0.333,6,6,0,2,0,0,0,0,0,0,0,0,2,0,0.315,61186
05.16,롯데,0.200,5,5,0,1,1,0,0,2,0,0,0,0,1,0,0.312,61186
05.17,NC,0.250,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0.310,61186
05.18,NC,0.000,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0.302,61186
05.21,SK,0.000,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0.295,61186
05.22,SK,0.333,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0.296,61186
05.23,SK,0.667,5,3,0,2,0,0,0,1,1,1,2,0,1,0,0.302,61186
05.24,롯데,0.500,5,4,1,2,0,0,0,0,0,0,1,0,1,0,0.307,61186
05.25,롯데,0.500,5,4,2,2,0,0,1,2,0,0,1,0,1,0,0.311,61186
05.26,롯데,0.000,5,2,1,0,0,0,0,0,0,0,3,0,0,0,0.308,61186
05.28,키움,0.000,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0.301,61186
05.29,키움,0.333,5,3,0,1,0,0,0,0,0,1,2,0,0,0,0.302,61186
05.30,키움,0.200,5,5,1,1,0,0,0,0,0,1,0,0,0,0,0.299,61186
05.31,NC,0.000,4,3,1,0,0,0,0,0,0,0,1,0,3,0,0.294,61186
06.01,NC,0.400,5,5,1,2,0,0,0,1,0,1,0,0,1,0,0.297,61186
06.02,NC,0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.291,61186
06.04,KT,0.200,5,5,0,1,1,0,0,0,0,0,0,0,1,0,0.289,61186
06.05,KT,0.400,5,5,2,2,1,0,0,0,0,0,0,0,0,0,0.292,61186
06.06,KT,0.000,5,3,1,0,0,0,0,1,0,0,2,0,0,1,0.288,61186
06.07,한화,0.600,5,5,0,3,0,0,0,1,0,0,0,0,0,0,0.295,61186
06.08,한화,0.200,5,5,0,1,0,0,0,0,0,1,0,0,0,0,0.293,61186
06.09,한화,0.200,5,5,0,1,0,0,0,0,0,0,0,0,0,1,0.291,61186
06.11,롯데,0.500,5,4,1,2,1,0,0,0,0,0,1,0,0,0,0.294,61186
06.12,롯데,1.000,5,4,2,4,1,0,0,0,1,0,1,0,0,0,0.306,61186
06.13,롯데,0.250,5,4,0,1,1,0,0,0,0,0,1,0,1,0,0.305,61186
06.14,두산,0.400,5,5,0,2,0,0,0,1,0,0,0,0,1,0,0.307,61186
06.15,두산,0.000,5,3,1,0,0,0,0,0,0,0,2,0,0,0,0.303,61186
06.16,두산,0.400,5,5,1,2,0,0,0,1,0,0,0,0,0,0,0.305,61186
06.18,삼성,0.000,4,2,1,0,0,0,0,0,0,0,2,0,0,1,0.303,61186
06.19,삼성,0.500,5,4,1,2,0,0,0,0,0,0,0,1,0,0,0.306,61186
06.20,삼성,0.400,5,5,2,2,2,0,0,0,0,0,0,0,0,0,0.307,61186
06.21,KIA,0.200,5,5,0,1,0,0,0,1,0,0,0,0,1,0,0.305,61186
06.22,KIA,0.333,4,3,0,1,0,0,0,0,0,0,1,0,1,0,0.306,61186
06.23,KIA,0.333,4,3,0,1,0,0,0,0,0,1,1,0,0,0,0.306,61186
06.25,SK,0.600,5,5,0,3,0,0,0,0,0,0,0,0,0,0,0.311,61186
06.26,SK,0.200,5,5,0,1,0,0,0,0,0,0,0,0,1,0,0.309,61186
06.27,SK,0.000,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0.305,61186
06.28,NC,0.500,5,4,1,2,1,0,0,2,0,0,1,0,0,0,0.308,61186
06.30,NC,0.000,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.305,61186
07.02,한화,0.750,4,4,2,3,0,0,0,2,1,0,0,0,0,0,0.310,61186
07.03,한화,0.250,4,4,1,1,0,0,0,0,0,0,0,0,2,0,0.310,61186
07.04,한화,0.000,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0.306,61186
07.05,KIA,0.333,4,3,0,1,0,0,0,0,0,0,1,0,2,0,0.306,61186
07.06,KIA,0.000,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0.302,61186
07.07,KIA,0.600,5,5,3,3,0,1,0,0,0,0,0,0,0,1,0.307,61186
07.09,두산,0.500,4,4,1,2,1,0,0,0,1,0,0,0,2,0,0.309,61186
07.11,두산,0.400,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0.310,61186
07.12,삼성,0.200,5,5,1,1,1,0,0,0,0,0,0,0,1,0,0.309,61186
07.13,삼성,0.500,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0.311,61186
07.14,삼성,0.000,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0.308,61186
07.16,SK,0.250,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0.308,61186
07.17,SK,0.667,5,3,1,2,0,0,0,0,2,0,0,2,0,0,0.311,61186
07.18,SK,0.400,6,5,2,2,1,0,0,2,0,0,1,0,1,0,0.312,61186
07.27,KT,0.750,5,4,2,3,0,0,0,0,0,1,1,0,0,0,0.317,61186
07.28,KT,0.200,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0.315,61186
07.30,키움,0.000,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0.311,61186
07.31,키움,0.250,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0.310,61186
08.01,키움,0.400,5,5,2,2,2,0,0,0,0,0,0,0,0,0,0.312,61186
08.03,삼성,0.750,5,4,2,3,1,0,0,3,1,0,1,0,0,0,0.316,61186
08.04,삼성,0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.313,61186
08.06,KIA,0.600,5,5,3,3,0,0,0,1,0,0,0,0,1,0,0.316,61186
08.07,KIA,0.500,4,4,1,2,0,0,0,0,0,0,0,0,1,0,0.318,61186
08.08,NC,0.750,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0.323,61186
08.09,NC,0.400,5,5,1,2,0,0,0,1,0,1,0,0,1,0,0.324,61186
08.10,SK,0.250,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0.323,61186
08.11,SK,0.000,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0.320,61186
08.13,키움,0.500,5,4,2,2,0,0,0,0,0,0,1,0,1,0,0.322,61186
08.14,키움,0.000,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0.320,61186
08.16,두산,0.250,4,4,1,1,0,0,0,0,1,0,0,0,0,0,0.319,61186
08.17,삼성,0.250,5,4,0,1,0,0,0,0,0,0,0,1,1,1,0.319,61186
08.18,삼성,0.000,5,3,0,0,0,0,0,1,0,0,1,0,0,0,0.316,61186
08.20,KIA,0.500,3,2,2,1,0,0,0,0,0,0,0,1,0,0,0.317,61186
08.21,KIA,0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0.314,61186
08.22,NC,0.333,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0.314,61186
08.23,NC,0.400,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0.315,61186
08.24,KT,0.000,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0.313,61186
08.25,KT,0.200,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0.311,61186
08.27,롯데,0.800,5,5,0,4,1,0,0,0,0,0,0,0,0,0,0.317,61186
08.28,롯데,0.250,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0.316,61186
08.30,한화,0.000,5,4,0,0,0,0,0,0,0,0,1,0,1,0,0.313,61186
08.31,SK,0.600,5,5,1,3,0,1,0,2,1,0,0,0,0,0,0.316,61186
09.01,SK,0.400,5,5,2,2,0,0,0,0,0,0,0,0,3,0,0.317,61186
09.03,KT,0.200,5,5,1,1,0,0,0,0,1,0,0,0,0,0,0.316,61186
09.06,롯데,0.500,4,4,2,2,0,0,0,0,0,0,0,0,2,0,0.318,61186
09.08,두산,0.000,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0.315,61186
09.10,한화,0.500,5,4,1,2,1,0,0,1,0,0,1,0,1,0,0.317,61186
09.11,한화,0.000,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0.314,61186
09.12,키움,0.333,4,3,1,1,1,0,0,0,0,0,1,0,0,1,0.314,61186
09.13,키움,0.000,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.311,61186
09.14,KIA,0.250,4,4,1,1,0,0,0,1,1,0,0,0,1,0,0.311,61186
09.15,두산,0.600,5,5,3,3,0,0,0,0,1,0,0,0,0,0,0.313,61186
09.16,KT,0.400,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0.314,61186
09.18,삼성,0.000,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0.312,61186
09.19,NC,0.667,5,3,1,2,0,0,0,0,0,0,2,0,1,0,0.314,61186
09.22,두산,0.250,5,4,1,1,0,0,0,0,0,0,1,0,1,0,0.314,61186
09.23,한화,0.333,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0.314,61186
09.24,삼성,0.000,5,4,0,0,0,0,0,0,0,0,1,0,0,1,0.312,61186
09.29,두산,0.000,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0.309,61186
09.30,롯데,0.000,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0.308,61186
03.24,KT,0.000,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.000,61353
03.26,LG,0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000,61353
03.27,LG,0.000,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0.000,61353
03.28,LG,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,61353
03.29,키움,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.000,61353
03.30,키움,0.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.000,61353
04.02,롯데,0.000,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0.000,61353
04.04,롯데,1.000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.100,61353
04.05,삼성,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100,61353
04.06,삼성,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100,61353
04.07,삼성,0.250,4,4,1,1,0,0,1,1,0,0,0,0,2,0,0.143,61353
04.10,한화,0.500,4,4,2,2,1,0,0,1,0,0,0,0,1,0,0.222,61353
04.11,한화,-,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.222,61353
04.12,KIA,0.714,7,7,0,5,1,1,0,3,1,0,0,0,0,0,0.360,61353
04.13,KIA,0.000,5,3,1,0,0,0,0,0,2,0,2,0,0,0,0.321,61353
04.14,KIA,0.000,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0.281,61353
04.16,두산,0.250,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0.278,61353
04.17,두산,0.250,4,4,1,1,0,0,0,0,0,0,0,0,3,0,0.275,61353
04.18,두산,0.600,5,5,3,3,0,0,0,0,2,0,0,0,2,0,0.311,61353
04.19,NC,0.400,5,5,2,2,0,1,1,2,0,0,0,0,1,0,0.320,61353
04.20,NC,0.333,5,3,2,1,1,0,0,1,0,0,0,1,0,0,0.321,61353
04.21,NC,0.250,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0.316,61353
04.24,삼성,0.000,6,6,1,0,0,0,0,0,0,0,0,0,1,0,0.286,61353
04.25,삼성,0.200,5,5,1,1,1,0,0,1,0,0,0,0,2,0,0.279,61353
04.26,KT,0.400,5,5,0,2,1,0,0,0,0,0,0,0,0,0,0.288,61353
04.27,KT,0.000,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0.273,61353
04.28,KT,0.200,5,5,0,1,0,0,0,2,0,0,0,0,0,0,0.268,61353
04.30,키움,0.000,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0.253,61353
05.01,키움,0.667,3,3,1,2,1,0,0,1,1,0,0,0,0,0,0.267,61353
05.02,키움,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.264,61353
