AVG1,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,AVG2,PCODE,GYEAR,G_ID
0.400,5,5,1,2,0,0,1,1,0,0,0,0,0,0,0.303,79192,2019,20190619
0.200,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0.301,79192,2019,20190620
0.750,5,4,2,3,1,0,0,1,1,0,1,0,0,0,0.308,79192,2019,20190621
0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.303,79192,2019,20190622
0.250,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0.302,79192,2019,20190623
0.750,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0.309,79192,2019,20190625
0.333,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0.309,79192,2019,20190626
0.500,4,4,2,2,0,0,0,0,0,0,0,0,1,0,0.312,79192,2019,20190627
0.000,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0.306,79192,2019,20190628
0.250,4,4,0,1,0,1,0,1,0,0,0,0,1,0,0.306,79192,2019,20190630
0.250,4,4,1,1,0,0,0,1,0,0,0,0,1,0,0.305,79192,2019,20190702
0.500,4,4,1,2,0,0,1,2,0,0,0,0,0,0,0.307,79192,2019,20190703
0.000,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.305,79192,2019,20190704
0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.304,79192,2019,20190716
1.000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.307,79192,2019,20190717
0.250,5,4,0,1,0,0,0,2,0,0,0,0,0,0,0.306,79192,2019,20190718
0.333,4,3,0,1,0,0,0,1,0,0,1,0,0,0,0.306,79192,2019,20190727
0.800,5,5,2,4,0,0,1,6,0,0,0,0,0,0,0.314,79192,2019,20190728
0.400,5,5,0,2,0,0,0,0,0,0,0,0,1,0,0.315,79192,2019,20190730
0.000,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0.311,79192,2019,20190731
0.600,5,5,3,3,1,0,0,3,0,0,0,0,0,0,0.316,79192,2019,20190801
0.333,5,3,1,1,0,0,0,3,0,0,1,0,0,0,0.316,79192,2019,20190803
0.000,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0.312,79192,2019,20190804
0.500,6,6,2,3,0,0,1,3,0,0,0,0,0,0,0.315,79192,2019,20190806
0.000,4,4,0,0,0,0,0,1,0,0,0,0,1,0,0.312,79192,2019,20190807
0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.311,79192,2019,20190808
0.500,5,4,2,2,0,0,0,1,0,0,0,1,1,0,0.313,79192,2019,20190813
0.000,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0.310,79192,2019,20190814
0.250,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0.310,79192,2019,20190816
0.250,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0.309,79192,2019,20190817
0.750,5,4,3,3,2,0,0,0,0,0,1,0,0,0,0.314,79192,2019,20190818
0.250,6,4,0,1,0,0,0,3,0,0,0,1,2,0,0.313,79192,2019,20190820
0.750,4,4,1,3,0,0,0,0,0,0,0,0,1,0,0.318,79192,2019,20190821
0.000,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0.315,79192,2019,20190822
0.667,4,3,2,2,0,0,1,2,0,0,0,1,0,0,0.318,79192,2019,20190823
0.750,4,4,4,3,0,0,1,3,0,0,0,0,0,0,0.322,79192,2019,20190824
0.250,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0.322,79192,2019,20190825
-,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.322,79192,2019,20190827
0.333,4,3,1,1,0,0,0,0,0,0,1,0,0,2,0.322,79192,2019,20190828
0.000,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0.320,79192,2019,20190830
0.400,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0.321,79192,2019,20190831
0.250,4,4,1,1,0,0,1,1,0,0,0,0,0,0,0.320,79192,2019,20190901
0.000,4,3,1,0,0,0,0,0,0,0,0,1,1,0,0.318,79192,2019,20190903
0.000,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0.316,79192,2019,20190906
0.500,4,4,1,2,0,0,1,2,0,0,0,0,1,0,0.318,79192,2019,20190908
0.200,5,5,1,1,0,0,1,1,0,0,0,0,0,0,0.316,79192,2019,20190910
0.500,4,4,1,2,1,0,0,2,0,0,0,0,1,0,0.318,79192,2019,20190911
0.000,4,2,0,0,0,0,0,1,0,0,0,1,1,0,0.316,79192,2019,20190912
0.667,4,3,0,2,2,0,0,0,0,0,1,0,0,0,0.319,79192,2019,20190913
0.000,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0.316,79192,2019,20190916
0.000,4,3,0,0,0,0,0,0,0,1,0,1,1,0,0.314,79192,2019,20190918
0.400,5,5,0,2,0,0,0,1,0,0,0,0,0,0,0.315,79192,2019,20190919
0.250,4,4,0,1,0,0,0,1,0,0,0,0,1,0,0.314,79192,2019,20190922
0.500,3,2,0,1,0,0,0,0,1,0,1,0,0,0,0.315,79192,2019,20190923
0.250,4,4,0,1,0,0,0,1,0,0,0,0,1,0,0.314,79192,2019,20190924
0.000,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0.313,79192,2019,20190926
0.333,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0.313,79192,2019,20190927
0.250,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0.313,79192,2019,20190929
0.667,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0.315,79192,2019,20190930
0.000,4,2,1,0,0,0,0,0,0,0,2,0,1,0,0.000,78224,2019,20190323
0.000,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0.000,78224,2019,20190324
0.667,4,3,1,2,1,0,1,4,0,0,1,0,0,0,0.250,78224,2019,20190326
0.500,4,4,0,2,0,0,0,0,0,0,0,0,1,0,0.333,78224,2019,20190327
0.000,4,3,1,0,0,0,0,0,0,0,1,0,0,1,0.267,78224,2019,20190328
0.250,5,4,0,1,0,0,0,0,0,0,1,0,2,0,0.263,78224,2019,20190329
0.000,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0.217,78224,2019,20190330
0.600,5,5,2,3,0,0,2,6,0,0,0,0,2,0,0.286,78224,2019,20190331
0.250,5,4,0,1,0,0,0,2,0,0,0,0,3,0,0.281,78224,2019,20190402
0.333,4,3,1,1,1,0,0,0,0,0,1,0,0,0,0.286,78224,2019,20190403
0.000,4,4,0,0,0,0,0,1,0,0,0,0,1,0,0.256,78224,2019,20190404
0.250,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0.256,78224,2019,20190405
0.333,5,3,1,1,0,0,0,0,0,0,2,0,0,0,0.261,78224,2019,20190406
0.000,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0.245,78224,2019,20190407
0.250,4,4,1,1,0,1,0,1,0,0,0,0,0,0,0.245,78224,2019,20190410
0.750,5,4,0,3,0,0,0,2,0,0,0,0,0,0,0.281,78224,2019,20190411
0.333,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0.283,78224,2019,20190412
0.200,5,5,0,1,0,0,0,1,0,0,0,0,2,0,0.277,78224,2019,20190413
0.500,4,4,1,2,0,0,0,1,1,0,0,0,2,0,0.290,78224,2019,20190414
0.250,5,4,1,1,0,0,0,1,0,0,1,0,1,0,0.288,78224,2019,20190416
0.000,5,3,1,0,0,0,0,1,0,0,1,0,2,0,0.276,78224,2019,20190417
0.250,4,4,0,1,0,0,0,1,0,0,0,0,0,1,0.275,78224,2019,20190418
0.000,5,3,1,0,0,0,0,1,0,0,2,0,0,0,0.265,78224,2019,20190419
0.667,4,3,3,2,1,0,1,1,0,0,1,0,0,0,0.279,78224,2019,20190420
0.667,5,3,2,2,0,0,1,2,0,0,2,0,0,0,0.292,78224,2019,20190421
0.400,5,5,1,2,1,0,0,1,0,0,0,0,1,0,0.298,78224,2019,20190423
0.500,4,4,1,2,0,0,1,2,0,0,0,0,1,1,0.306,78224,2019,20190424
0.400,5,5,1,2,0,0,1,1,0,0,0,0,1,0,0.311,78224,2019,20190425
0.250,4,4,1,1,0,0,0,0,0,0,0,0,2,0,0.308,78224,2019,20190426
0.333,5,3,2,1,1,0,0,1,0,0,2,0,1,0,0.309,78224,2019,20190427
0.200,5,5,0,1,0,0,0,0,0,0,0,0,2,0,0.304,78224,2019,20190428
0.250,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0.303,78224,2019,20190430
0.667,4,3,1,2,0,0,0,0,0,0,1,0,1,0,0.311,78224,2019,20190501
0.500,4,4,1,2,0,1,0,4,0,1,0,0,0,0,0.317,78224,2019,20190502
0.400,5,5,0,2,0,0,0,1,0,0,0,0,2,0,0.321,78224,2019,20190503
0.250,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0.319,78224,2019,20190504
0.200,5,5,1,1,0,0,0,1,0,0,0,0,2,0,0.314,78224,2019,20190505
0.250,4,4,1,1,0,0,0,0,0,0,0,0,2,0,0.313,78224,2019,20190507
0.250,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0.311,78224,2019,20190508
0.333,4,3,0,1,0,0,0,1,0,0,0,0,0,1,0.311,78224,2019,20190509
0.000,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0.303,78224,2019,20190510
0.500,3,2,2,1,0,0,0,0,0,0,1,0,0,0,0.306,78224,2019,20190511
0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0.298,78224,2019,20190512
0.400,5,5,0,2,0,1,0,0,0,0,0,0,2,0,0.301,78224,2019,20190514
0.333,4,3,1,1,0,0,0,0,0,0,1,0,0,0,0.302,78224,2019,20190515
0.250,4,4,2,1,0,0,0,0,0,0,0,0,1,0,0.301,78224,2019,20190516
0.250,5,4,1,1,0,0,1,2,0,0,1,0,1,0,0.299,78224,2019,20190517
-,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.299,78224,2019,20190518
0.500,5,2,0,1,0,0,0,1,0,0,3,0,0,0,0.302,78224,2019,20190521
0.667,4,3,0,2,0,0,0,1,0,0,0,0,0,0,0.308,78224,2019,20190522
0.200,5,5,0,1,0,0,0,1,0,0,0,0,2,0,0.305,78224,2019,20190523
0.250,5,4,0,1,1,0,0,1,0,0,1,0,1,0,0.304,78224,2019,20190524
0.000,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0.297,78224,2019,20190525
0.000,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0.293,78224,2019,20190526
0.000,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0.287,78224,2019,20190528
0.400,5,5,1,2,0,0,1,2,0,0,0,0,2,0,0.290,78224,2019,20190529
0.500,4,4,0,2,0,0,0,0,0,0,0,0,1,0,0.294,78224,2019,20190530
0.000,5,4,1,0,0,0,0,0,0,0,1,0,2,0,0.288,78224,2019,20190531
0.000,3,2,1,0,0,0,0,1,0,0,1,0,0,0,0.286,78224,2019,20190601
0.667,5,3,1,2,0,0,0,1,0,0,2,0,0,0,0.291,78224,2019,20190602
0.600,5,5,1,3,0,0,1,4,0,0,0,0,0,0,0.298,78224,2019,20190604
0.400,5,5,1,2,0,0,0,1,0,0,0,0,1,0,0.300,78224,2019,20190605
0.250,4,4,1,1,0,0,1,1,0,0,0,0,1,0,0.299,78224,2019,20190606
0.000,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0.295,78224,2019,20190607
0.400,5,5,1,2,1,0,0,0,0,0,0,0,2,0,0.298,78224,2019,20190608
0.000,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0.294,78224,2019,20190609
0.200,5,5,0,1,0,0,0,0,0,0,0,0,2,0,0.292,78224,2019,20190611
0.000,5,3,2,0,0,0,0,0,0,0,2,0,1,0,0.289,78224,2019,20190612
0.500,5,4,0,2,0,0,0,1,0,0,1,0,0,0,0.292,78224,2019,20190613
0.333,4,3,0,1,0,0,0,0,0,0,1,0,1,0,0.292,78224,2019,20190614
1.000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.295,78224,2019,20190615
0.500,5,4,0,2,0,0,0,1,0,0,0,1,0,0,0.298,78224,2019,20190616
0.750,5,4,0,3,0,0,0,3,0,0,0,0,0,0,0.305,78224,2019,20190618
0.333,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0.305,78224,2019,20190619
0.333,5,3,1,1,0,0,0,1,0,0,1,0,1,0,0.305,78224,2019,20190620
0.250,4,4,0,1,0,0,0,0,0,0,0,0,3,0,0.305,78224,2019,20190621
0.333,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0.305,78224,2019,20190622
0.333,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0.305,78224,2019,20190623
0.333,3,3,0,1,0,0,0,1,0,0,0,0,1,0,0.306,78224,2019,20190625
0.000,5,3,2,0,0,0,0,0,0,0,2,0,0,0,0.302,78224,2019,20190627
0.250,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0.302,78224,2019,20190628
0.250,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0.301,78224,2019,20190629
0.333,4,3,0,1,0,0,0,0,0,0,1,0,1,0,0.301,78224,2019,20190630
0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.297,78224,2019,20190702
0.000,4,2,1,0,0,0,0,0,0,0,2,0,1,0,0.295,78224,2019,20190703
0.000,4,3,1,0,0,0,0,0,0,0,1,0,1,0,0.293,78224,2019,20190704
0.250,5,4,0,1,0,0,0,1,0,0,1,0,1,0,0.292,78224,2019,20190705
0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.288,78224,2019,20190706
0.000,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0.284,78224,2019,20190707
0.250,5,4,2,1,0,0,0,1,0,0,1,0,0,0,0.284,78224,2019,20190709
0.250,4,4,1,1,1,0,0,0,0,0,0,0,2,0,0.283,78224,2019,20190711
0.000,5,4,0,0,0,0,0,0,0,0,0,1,2,0,0.280,78224,2019,20190712
0.500,4,4,1,2,0,0,1,3,0,0,0,0,0,0,0.282,78224,2019,20190713
0.400,5,5,1,2,0,0,1,1,0,0,0,0,2,0,0.284,78224,2019,20190714
0.000,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0.281,78224,2019,20190716
0.333,4,3,1,1,1,0,0,0,0,0,1,0,1,0,0.281,78224,2019,20190717
0.250,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0.281,78224,2019,20190718
0.600,5,5,1,3,0,0,0,2,0,0,0,0,0,0,0.285,78224,2019,20190727
0.200,5,5,0,1,0,1,0,4,0,0,0,0,0,0,0.284,78224,2019,20190730
0.000,5,5,0,0,0,0,0,1,0,0,0,0,1,0,0.280,78224,2019,20190731
0.250,5,4,1,1,0,0,0,1,0,0,1,0,1,0,0.280,78224,2019,20190801
0.000,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0.279,78224,2019,20190803
0.250,4,4,1,1,0,0,1,2,0,0,0,0,1,0,0.278,78224,2019,20190804
0.200,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0.277,78224,2019,20190806
0.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.276,78224,2019,20190807
0.250,4,4,0,1,1,0,0,1,0,0,0,0,0,1,0.276,78224,2019,20190808
0.250,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0.276,78224,2019,20190809
1.000,4,2,0,2,0,0,0,1,1,0,1,0,0,0,0.280,78224,2019,20190810
0.400,6,5,2,2,0,0,0,1,0,0,0,0,2,0,0.281,78224,2019,20190811
0.000,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0.278,78224,2019,20190813
0.250,4,4,0,1,0,0,0,0,0,0,0,0,3,0,0.278,78224,2019,20190814
0.333,4,3,1,1,1,0,0,0,0,0,1,0,1,0,0.278,78224,2019,20190816
1.000,4,3,2,3,1,0,0,1,0,0,0,1,0,0,0.284,78224,2019,20190817
0.750,5,4,2,3,2,0,0,3,0,0,1,0,0,0,0.288,78224,2019,20190818
0.000,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0.285,78224,2019,20190820
0.500,5,4,3,2,1,1,0,1,0,0,0,1,1,0,0.287,78224,2019,20190822
0.250,5,4,0,1,0,0,0,0,0,0,1,0,0,0,0.287,78224,2019,20190823
0.200,5,5,1,1,1,0,0,1,0,0,0,0,2,0,0.286,78224,2019,20190824
0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.285,78224,2019,20190825
0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.285,78224,2019,20190908
0.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.284,78224,2019,20190911
0.333,3,3,1,1,1,0,0,1,0,0,0,0,0,0,0.284,78224,2019,20190913
0.600,5,5,0,3,1,0,0,1,0,0,0,0,1,0,0.288,78224,2019,20190914
0.000,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0.285,78224,2019,20190915
0.333,4,3,0,1,0,0,0,0,1,0,1,0,1,0,0.286,78224,2019,20190916
0.250,5,4,2,1,0,0,1,1,0,0,1,0,1,0,0.285,78224,2019,20190919
0.500,5,4,0,2,0,0,0,1,0,0,1,0,0,0,0.287,78224,2019,20190919
0.333,3,3,1,1,0,0,0,0,0,0,0,0,1,0,0.288,78224,2019,20190920
0.250,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0.287,78224,2019,20190921
0.250,5,4,0,1,0,0,0,0,0,0,1,0,1,0,0.287,78224,2019,20190922
0.500,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0.288,78224,2019,20190924
0.000,5,3,1,0,0,0,0,0,0,0,2,0,1,0,0.286,78224,2019,20190925
0.200,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0.285,78224,2019,20190926
0.250,5,4,1,1,0,0,0,0,0,0,1,0,0,0,0.285,78224,2019,20190928
0.000,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0.283,78224,2019,20190929
0.250,4,4,0,1,0,0,0,0,0,0,0,0,2,0,0.283,78224,2019,20191001
0.250,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0.250,78513,2019,20190323
0.250,4,4,1,1,0,0,1,2,0,0,0,0,0,0,0.250,78513,2019,20190324
0.250,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0.250,78513,2019,20190326
0.500,4,4,1,2,1,0,1,1,0,0,0,0,1,0,0.313,78513,2019,20190327
0.400,5,5,0,2,1,0,0,3,0,0,0,0,2,0,0.333,78513,2019,20190328
0.250,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0.320,78513,2019,20190329
0.000,4,2,0,0,0,0,0,2,0,0,1,0,0,0,0.296,78513,2019,20190330
0.200,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0.281,78513,2019,20190331
0.250,5,4,1,1,0,0,1,1,0,0,1,0,2,0,0.278,78513,2019,20190402
0.400,5,5,0,2,1,0,0,1,0,0,0,0,1,0,0.293,78513,2019,20190403
0.500,6,4,2,2,0,0,1,2,0,0,2,0,0,0,0.311,78513,2019,20190404
0.600,5,5,2,3,0,0,1,1,0,0,0,0,0,0,0.340,78513,2019,20190405
0.250,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0.333,78513,2019,20190406
0.250,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0.328,78513,2019,20190410
0.500,4,4,0,2,0,0,0,0,0,0,0,0,1,0,0.339,78513,2019,20190411
0.000,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0.318,78513,2019,20190412
0.500,5,4,1,2,0,0,1,2,0,0,1,0,1,0,0.329,78513,2019,20190413
0.250,4,4,0,1,1,0,0,0,0,0,0,0,1,0,0.324,78513,2019,20190414
0.250,5,4,1,1,0,0,0,0,0,0,1,0,1,0,0.321,78513,2019,20190416
0.333,6,6,1,2,0,0,0,0,0,0,0,0,2,0,0.321,78513,2019,20190417
0.200,6,5,1,1,0,0,0,1,0,0,0,0,0,0,0.315,78513,2019,20190418
0.250,5,4,1,1,1,0,0,0,0,0,1,0,0,0,0.312,78513,2019,20190419
0.000,5,4,0,0,0,0,0,0,0,0,1,0,1,0,0.299,78513,2019,20190420
0.000,5,4,0,0,0,0,0,0,0,0,0,0,2,0,0.287,78513,2019,20190421
0.500,6,4,2,2,1,0,0,0,0,0,2,0,0,0,0.295,78513,2019,20190424
0.000,5,2,2,0,0,0,0,0,0,0,3,0,1,0,0.290,78513,2019,20190426
0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.279,78513,2019,20190427
0.500,4,4,2,2,0,1,0,0,0,0,0,0,0,0,0.287,78513,2019,20190428
0.000,4,3,1,0,0,0,0,0,0,0,0,1,1,1,0.280,78513,2019,20190430
0.200,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0.276,78513,2019,20190501
0.000,6,5,1,0,0,0,0,0,0,0,1,0,2,0,0.266,78513,2019,20190502
0.333,5,3,0,1,0,0,0,1,0,0,1,1,1,0,0.267,78513,2019,20190503
0.000,5,3,1,0,0,0,0,0,0,0,2,0,1,0,0.261,78513,2019,20190504
0.000,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0.259,78513,2019,20190505
0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0.252,78513,2019,20190507
0.250,4,4,0,1,0,0,0,1,0,0,0,0,1,0,0.252,78513,2019,20190508
0.600,6,5,3,3,1,0,1,1,0,0,0,1,1,0,0.264,78513,2019,20190509
0.600,5,5,3,3,1,0,1,3,0,1,0,0,0,0,0.275,78513,2019,20190510
0.250,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0.274,78513,2019,20190511
0.500,6,4,0,2,0,0,0,1,1,0,2,0,0,0,0.280,78513,2019,20190512
0.333,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0.280,78513,2019,20190514
0.500,4,4,1,2,0,0,0,2,0,0,0,0,1,0,0.286,78513,2019,20190515
0.250,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0.285,78513,2019,20190516
0.000,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.280,78513,2019,20190517
0.250,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0.279,78513,2019,20190518
0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.273,78513,2019,20190519
0.500,5,4,2,2,0,0,0,0,0,0,1,0,1,0,0.278,78513,2019,20190521
0.400,5,5,0,2,0,0,0,0,0,0,0,0,2,0,0.281,78513,2019,20190522
0.000,4,4,0,0,0,0,0,1,0,0,0,0,1,0,0.276,78513,2019,20190523
0.500,5,4,1,2,1,0,1,2,0,0,1,0,0,0,0.280,78513,2019,20190524
0.500,5,4,1,2,0,0,0,1,1,0,1,0,0,0,0.284,78513,2019,20190525
0.250,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0.284,78513,2019,20190526
0.750,5,4,0,3,0,0,0,2,0,0,1,0,0,0,0.292,78513,2019,20190528
0.600,5,5,2,3,1,0,0,0,0,0,0,0,2,0,0.300,78513,2019,20190529
0.600,5,5,1,3,1,0,0,1,0,0,0,0,0,0,0.306,78513,2019,20190530
0.250,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0.305,78513,2019,20190531
0.750,4,4,1,3,0,0,0,2,0,0,0,0,0,0,0.313,78513,2019,20190601
0.333,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0.313,78513,2019,20190602
0.400,5,5,0,2,1,0,0,0,0,0,0,0,0,0,0.315,78513,2019,20190604
0.333,4,3,1,1,0,0,1,2,0,0,0,0,0,0,0.315,78513,2019,20190605
0.333,4,3,1,1,0,0,0,0,1,0,1,0,0,0,0.316,78513,2019,20190606
0.250,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0.315,78513,2019,20190607
0.000,4,3,0,0,0,0,0,1,0,0,0,0,1,0,0.311,78513,2019,20190608
0.250,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0.310,78513,2019,20190609
0.000,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0.304,78513,2019,20190611
0.667,4,3,1,2,0,0,0,0,0,0,1,0,0,0,0.308,78513,2019,20190612
0.250,5,4,0,1,0,0,0,0,0,0,1,0,1,1,0.307,78513,2019,20190613
0.500,4,4,2,2,0,0,1,3,0,0,0,0,0,0,0.310,78513,2019,20190615
0.333,5,3,2,1,1,0,0,1,0,0,2,0,0,0,0.310,78513,2019,20190616
0.000,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0.306,78513,2019,20190618
0.200,5,5,1,1,0,0,1,2,0,0,0,0,0,0,0.304,78513,2019,20190619
0.750,5,4,3,3,0,0,0,1,0,0,1,0,0,0,0.310,78513,2019,20190620
0.000,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0.306,78513,2019,20190621
0.750,4,4,1,3,0,0,0,1,0,0,0,0,1,0,0.312,78513,2019,20190622
0.333,3,3,1,1,0,0,0,0,1,0,0,0,0,0,0.312,78513,2019,20190623
0.333,6,6,1,2,1,0,1,2,0,0,0,0,0,1,0.313,78513,2019,20190625
0.000,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0.310,78513,2019,20190627
0.250,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0.310,78513,2019,20190628
0.333,4,3,0,1,0,0,0,1,1,1,0,1,0,0,0.310,78513,2019,20190629
0.333,5,3,1,1,0,0,0,0,0,0,2,0,0,1,0.310,78513,2019,20190630
0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0.306,78513,2019,20190702
0.600,5,5,2,3,0,0,2,5,0,0,0,0,0,1,0.311,78513,2019,20190703
0.400,5,5,1,2,0,0,1,1,0,0,0,0,1,0,0.312,78513,2019,20190704
0.333,3,3,1,1,1,0,0,0,0,0,0,0,0,1,0.312,78513,2019,20190705
0.750,4,4,0,3,0,0,0,2,1,0,0,0,0,0,0.318,78513,2019,20190706
0.667,4,3,1,2,0,0,0,1,0,0,1,0,1,0,0.321,78513,2019,20190707
0.250,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0.320,78513,2019,20190709
0.000,4,3,0,0,0,0,0,0,0,0,1,0,2,0,0.317,78513,2019,20190711
0.250,4,4,1,1,0,0,0,0,0,0,0,0,0,1,0.316,78513,2019,20190712
0.250,4,4,1,1,0,0,1,1,0,0,0,0,0,0,0.315,78513,2019,20190713
0.000,5,5,1,0,0,0,0,0,0,0,0,0,1,1,0.311,78513,2019,20190714
0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.308,78513,2019,20190717
0.600,5,5,0,3,0,0,0,1,0,0,0,0,0,0,0.312,78513,2019,20190726
0.250,4,4,0,1,0,0,0,0,0,0,0,0,2,0,0.311,78513,2019,20190727
0.250,4,4,0,1,0,0,0,0,1,0,0,0,2,0,0.310,78513,2019,20190728
0.333,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0.311,78513,2019,20190730
0.400,5,5,2,2,1,0,1,3,0,0,0,0,1,0,0.312,78513,2019,20190731
0.333,4,3,1,1,0,0,0,0,0,0,1,0,0,0,0.312,78513,2019,20190801
0.000,4,3,0,0,0,0,0,0,0,0,1,0,1,1,0.309,78513,2019,20190803
0.400,5,5,0,2,0,0,0,1,0,0,0,0,0,0,0.311,78513,2019,20190804
0.250,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0.310,78513,2019,20190807
0.200,5,5,1,1,1,0,0,1,0,0,0,0,1,0,0.309,78513,2019,20190808
0.250,5,4,2,1,0,0,1,1,0,0,0,1,0,0,0.308,78513,2019,20190809
0.250,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0.308,78513,2019,20190810
0.000,5,3,0,0,0,0,0,0,0,0,2,0,0,0,0.305,78513,2019,20190813
0.500,4,4,0,2,2,0,0,0,0,0,0,0,1,0,0.307,78513,2019,20190814
0.600,5,5,0,3,1,0,0,1,0,0,0,0,0,0,0.311,78513,2019,20190815
